Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute magnitude (Mv),Star type,Star category,Star color,Spectral Class
2441,0.0020381008772567626,0.11145724532797181,15.913682029450351,5,o,yellow-orange,K
2719,0.0019464845868351515,0.10125347060917066,16.209899081739984,3,w,white,F
2433,0.00033569595824442473,0.15561114661753603,20.409875895749167,1,o,white,G
2413,0.0009925142801274413,0.1916211421124479,24.921046982414495,2,B,yellow-orange,K
2830,0.0022806615157987095,0.15623708534993624,24.23139705804013,2,B,"Red,Blue",A
2118,0.0005761465106271491,0.11836064380225071,18.007246007284426,5,n,yellow-orange,G
2254,0.0002608176607797039,0.13084211080277758,20.183042521354757,3,w,Yellow,M
2488,0.0024662055494126312,0.10318114011453847,23.42315115460422,0, ,yellow-orange,B
2352,0.0005437023889564127,0.148535014794577,18.024259502074305,2,r,white,B
2891,0.0005491371051472607,0.14741116811078656,16.942096510253787,0,r,white,A
2653,0.0009289656029959343,0.19476378796114105,23.762075401980873,3,w,Yellow,K
2207,0.0003826833737640253,0.19090422911865113,23.660693879213888,3,f,"Red,Blue",O
2540,0.0017801083920527822,0.17588208400897065,22.79436732206731,2,w,Yellow,K
2553,0.00036485799449569555,0.17287302995794435,23.686424741048874,0,B,yellow-orange,K
2283,0.0004412725894219472,0.1688926260960628,21.47937666501872,3, ,"Red,Blue",A
2892,0.0012955472123698433,0.17903423540979274,15.994203540796933,3,f,yellow-orange,F
2644,0.002013653445137703,0.19745653982810596,15.828801523464,2,w,white,G
2295,0.0017502310111022696,0.10606210782554554,18.980190146234442,4,w,yellow-orange,M
2743,0.0018767049356432821,0.14138806989447422,15.83161986839803,1,B,white,K
2387,0.001000109014965753,0.11169898007765339,17.250956446954206,0,f,Yellow,F
2283,0.0023955060160109,0.11031480120032494,17.22158434648081,0,f,yellow-orange,A
2574,0.0012246447815315725,0.11378988091445252,23.943024344312377,4,D,"Red,Blue",G
2876,0.001983684347897675,0.14711444307522792,18.966170996644134,2,r,yellow-orange,O
2759,0.0024990289516991443,0.16888134707149483,17.557603622778696,1,w,yellow-orange,K
2474,0.001131696877797213,0.18306084868905972,21.19119062553242,2,r,white,F
2942,0.0010649727397114702,0.10000696714049337,24.93807518121783,2,D,Yellow,G
2036,0.0007409430587105204,0.12842427281823746,23.344088551678105,5,f,"Red,Blue",M
2228,0.00074663984413146,0.1235781778957815,17.51183145299872,0,B,yellow-orange,M
2548,0.002449942085919885,0.17228465557890865,16.107731387807696,4,a,yellow-orange,F
2334,0.002427786162622204,0.10679763543905324,25.025910352521976,1,a,yellow-orange,O
2569,0.002480175780779413,0.11622704855425481,24.34185221199349,5,w,"Red,Blue",G
2857,0.0017097801423256453,0.1256103413168797,18.444990406332664,0,B,white,O
2832,0.0010436459672905876,0.14167791295966084,15.901667628785216,3,w,"Red,Blue",A
2810,0.0011738336596752597,0.18422729039732333,23.68694406572618,4,w,yellow-orange,K
2216,0.0005678993329311961,0.15684707875332835,22.07590305428962,5,B,white,K
2557,0.002239264195106463,0.19006390241360924,20.33565057120653,2,w,white,K
2518,0.0008248427189276116,0.17116496558917774,20.07758588467437,4,r,Yellow,F
2781,0.002029955662949786,0.16335080191074008,25.095449230603876,2,o,white,A
2483,0.0007221244049595844,0.19711603319633253,19.313432845292063,3,r,Yellow,O
3000,0.0009386638647635775,0.18323672953925788,16.16705238364279,4,r,white,K
2481,0.0017488872830559467,0.19560682862226134,24.730273531296657,2, ,"Red,Blue",M
2738,0.0018695992464275025,0.19886557123320675,18.298095046205482,0,B,Yellow,M
2352,0.0011507651593872963,0.15304656414840115,15.457269071056386,2,r,Yellow,M
2409,0.0020736969862456835,0.1810797893067273,20.641904097086208,2, ,yellow-orange,B
2253,0.0013873869312081113,0.1633144994927433,25.00431871382045,1,a,white,A
2775,0.0014458194718330963,0.10222481668394784,24.776626125261586,5,w,white,O
2925,0.002491539526803517,0.10420618275829543,23.79721982619053,2,w,"Red,Blue",O
2057,0.0018995936356794201,0.1456469613794528,19.817140834591243,4,B,white,A
2783,0.0014135897455517746,0.19718693499903175,24.456273161154577,0,D,yellow-orange,F
2641,0.0014237929053850444,0.1256043044959913,24.992126189635357,5,B,yellow-orange,A
2889,0.0008913685350021065,0.14258290016549524,17.73303710497728,0,w,Yellow,O
2423,0.0008775879826145157,0.17018582071411992,17.635015852461034,3,a,yellow-orange,F
2915,0.0022325949870306895,0.18157632621768552,17.720130538129713,3,f,white,O
2607,0.0020272567722751213,0.10456229335829133,18.368582490796943,2,r,yellow-orange,G
2064,0.002068481261704071,0.10909491819444529,18.941030412407354,3,n,"Red,Blue",F
2619,0.0022150179419190247,0.1523954136865393,17.92148084710749,1,r,"Red,Blue",K
2483,0.0024136724190238212,0.1411862723680491,15.735087697591757,0,a,white,F
2161,0.0011712013408247015,0.18408036331235228,15.157872136940831,2,D,white,M
2447,0.0007514010304475265,0.19364119229359797,16.030466875041878,0,n,"Red,Blue",M
2691,0.0020287425545955696,0.1416003718991603,22.682883728200466,2,f,Yellow,G
2554,0.0014487011697383921,0.15139242657101726,19.231432776507965,3,B,yellow-orange,G
2579,0.0010491610840522496,0.12981642379377972,16.91900705474907,1,w,Yellow,B
2425,0.00015730082737082195,0.16628655200681658,15.41093218040861,5,f,"Red,Blue",O
2543,0.00010897005866640201,0.1870607364553231,22.92849391122743,2,w,"Red,Blue",B
2890,0.001708588429308016,0.11788137748686034,18.818973414184846,4,r,white,B
2684,0.000272114610926889,0.15730704879555163,21.08858636965837,4,a,"Red,Blue",A
2760,0.0011278390101450199,0.17997994434586095,20.24079587192908,5, ,yellow-orange,K
2401,0.0010408994114211585,0.11101071822705853,17.203222845558216,3,D,Yellow,A
2407,0.0002493827527615925,0.19327625128725015,24.496691651536583,4,D,white,G
2888,0.0016589879850385876,0.11576786300204134,21.92153000381678,0,f,"Red,Blue",O
2865,0.0015557465181873418,0.19100848979176444,18.66352899424949,1,o,white,O
2372,0.0005563665923814571,0.137781182518155,24.573734159652084,3, ,"Red,Blue",G
2755,0.0012655572760435435,0.17756518475428504,15.503787359488994,4,r,Yellow,F
2422,0.00017987429062018098,0.1929571844358876,16.57444358224248,3,r,Yellow,G
2490,0.001270597314245487,0.16319035113373667,17.609063100571973,4,r,"Red,Blue",F
2948,0.0016314433959168716,0.1872985972792528,17.310419824285397,4,B,white,A
2976,0.0020616695275819798,0.10319101123775658,21.293569894009167,5,B,yellow-orange,B
2915,0.000478152106739742,0.151537621853152,18.15165590562754,1, ,"Red,Blue",O
2920,0.0016592720257199052,0.17642194969757616,22.402986473081995,0,o,white,F
2124,0.0020193974238716934,0.13088938084591517,20.124903525862944,4,w,"Red,Blue",M
2917,0.0012395730205890956,0.19868738992899362,24.495856381936612,3,r,Yellow,B
2593,0.002081540144429087,0.15861215317064892,18.590442732764263,3,o,white,B
2509,0.0005611339171200538,0.13206770188694542,20.98871440500472,2,r,Yellow,O
2385,0.0012734850172575656,0.14879185537308945,21.057206705044706,0,n,"Red,Blue",G
2316,0.0022690982450902742,0.1256073345655495,22.16145037031596,3,r,white,B
2461,0.0015545916887239003,0.1483267466088044,17.215768023870133,0,B,"Red,Blue",G
2414,0.0010639552088554114,0.17857728214103985,22.2776718570524,5,o,"Red,Blue",F
2562,0.0021262383440321117,0.1877603956016109,22.67834737176029,0,o,"Red,Blue",F
2841,0.002460404624472283,0.15003170622981662,21.014490655923606,4, ,yellow-orange,M
2815,0.0014088600153009379,0.12160021829134189,16.17418163055267,1,r,"Red,Blue",G
2425,0.0020650021484924772,0.1906668529761882,23.49022464088396,4,o,"Red,Blue",B
2788,0.0004354590392651672,0.14400211265699792,21.214758519643805,3,D,white,G
2581,0.0018780371511775693,0.11035002100232456,17.947952347750807,0,r,"Red,Blue",K
2298,0.00181198284970347,0.19334870242196878,22.449514161886185,0,B,"Red,Blue",A
2600,0.000709510269899522,0.19590903253542907,23.43847423237537,4, ,"Red,Blue",B
2349,0.0015657470236568698,0.12080449507322981,19.605961792429092,2, ,"Red,Blue",O
2345,0.0005026521325293563,0.13135504584218594,23.037270560399083,2,B,Yellow,M
2559,0.0009901494718968754,0.14781700463893122,24.56001895703406,0,r,yellow-orange,G
2430,0.0010774023320769357,0.18432181557213403,18.541621772061628,0,a,Yellow,A
2558,0.0022955899683384166,0.10659505177102972,24.733890731234563,4,D,"Red,Blue",G
2555,0.0007107117166371123,0.11923182298993819,19.625319821173488,1,r,white,O
2870,0.0009013769492317883,0.14977294899324772,21.246511207639585,3,r,yellow-orange,M
2991,0.0005940447934343048,0.18562462455740852,16.08382387816029,5,n,yellow-orange,F
2305,0.0010247735582125594,0.10670860602868203,22.993283382778312,4,B,yellow-orange,B
2545,0.0014015499935084914,0.1856475042907981,23.328669223688372,3,n,yellow-orange,A
2064,0.0022691813790590458,0.1931140647432062,17.01565693673571,1,r,Yellow,A
2169,0.0014503903735552928,0.19010614536312484,24.928631946550688,2,a,yellow-orange,F
2266,0.002361267769538412,0.19882104270259784,22.56911176495442,4,o,white,M
2512,0.0013620547257413426,0.1703654813444093,15.565709065067397,4,w,Yellow,F
2377,0.00018404462732916606,0.1789609355478927,19.667708250985307,3,B,yellow-orange,F
2249,0.0006533438882435176,0.10800752995102186,24.636624118862848,3,o,Yellow,M
2412,0.0017113979374011573,0.19169001077451558,15.45039397628079,0,a,"Red,Blue",K
2532,0.002103145843507378,0.1144837067249417,15.885077242056685,3,w,yellow-orange,G
2624,0.0001648531895201929,0.18145065345193864,21.721732839699122,3,r,Yellow,M
2783,0.0023698418329399216,0.1457747873644284,23.34253218451891,3,w,Yellow,M
2563,0.00040173149865857635,0.18889899266909363,17.3023821467877,1,o,yellow-orange,B
2757,0.002460562503486026,0.14645674098545655,24.243807971489975,2,a,white,B
2480,0.0012110153325852716,0.12475755059573913,23.247741685231624,1,o,yellow-orange,A
2941,0.002185736450609439,0.19155981288684362,18.32911997367805,0,B,white,A
2288,0.0019144213806689065,0.10927611893574847,23.427140674030877,4,o,white,K
2942,0.0018783821121271288,0.13690557827460323,16.077068455555423,4,D,yellow-orange,A
2680,0.0010955920292669492,0.15149234512010362,23.029608962539875,5,a,"Red,Blue",B
2323,0.0020548297136636835,0.15191761524526715,21.57138328792579,1,w,"Red,Blue",B
2423,0.0024937592777426526,0.12968297373956944,23.80627811664261,5,D,yellow-orange,G
2506,0.0014355540085588651,0.14290470040834558,19.89337266589458,2,D,yellow-orange,G
2373,0.0013197202343925047,0.1365565228207611,24.67340923253645,1,n,Yellow,K
2048,0.000998683589886538,0.1957121936721248,24.092124746222083,1, ,"Red,Blue",F
2170,0.0004804596306886463,0.11610017474275344,17.846203918868742,0,r,Yellow,G
2148,0.001566116165900761,0.19023572895769236,16.16825180976901,0,f,Yellow,B
2465,0.0017276214932877587,0.1227803412728045,18.840165021810964,4,f,white,B
2317,0.002368108250691815,0.15776760974722528,16.693457761305385,3,r,Yellow,G
2663,0.0008319255260581766,0.13115753672143926,16.587759784256697,2,f,yellow-orange,K
2064,0.0022053271404656512,0.163919971984955,15.84458326648205,2,f,white,B
2598,0.001026731484451387,0.16679071679669136,19.078591599719214,5,w,yellow-orange,O
2401,0.0022481012209079193,0.1482507931605128,16.21390736524907,0,n,white,K
2237,0.001565781048156435,0.11756257215963534,21.100039909533553,2,a,white,K
2010,0.0024664596238067587,0.11650838909277772,25.030567535238642,5,f,Yellow,O
2344,0.0009981258187571783,0.11476454759189633,20.267443532813548,2,n,"Red,Blue",A
2358,0.0018093047413197758,0.13842544968831905,23.096781102887537,4,D,white,M
2814,0.0019828536407311753,0.19479815263097083,17.951268999521712,2,w,Yellow,G
2248,0.0013143334224098304,0.1840951167213349,21.670596198072758,3,r,"Red,Blue",M
2939,0.0009945750330048245,0.1698080278225152,17.510268739890495,0,w,Yellow,K
2428,0.0018287151666632826,0.13660579776830725,16.99599934405269,3,n,Yellow,F
2107,0.002175477727179268,0.10123044720940236,17.448770029817084,5,B,"Red,Blue",G
2705,0.0024263434646044136,0.1013362606797774,16.261279246995134,3,B,Yellow,F
2964,0.002288241537339749,0.1846998246726155,17.752990735939612,2,D,"Red,Blue",K
2707,0.0018717269328335407,0.13308981497486966,17.61454488977567,3,B,white,K
2174,0.0009454533125369816,0.11295120100290416,19.587924794865295,4,a,white,M
2984,0.0018463354338036492,0.16333744905114664,19.195625727987274,0,w,yellow-orange,M
2975,0.001117943103936954,0.16316768010308097,18.486496434948325,2,w,Yellow,B
2396,0.0024374115272123658,0.18945392182079063,16.630469288823132,1,r,white,O
2677,0.0017149238534939191,0.12405005465036135,15.146202417498857,1,f,"Red,Blue",M
2675,0.002471611728798795,0.1286923694942804,15.741410051126595,0,B,Yellow,K
2213,0.0018676011738101685,0.11603951718795719,22.85638178332471,1,w,"Red,Blue",B
2907,0.0009971197757889857,0.17363649877784437,19.16482285814544,2,D,yellow-orange,B
2531,0.0008742917757105681,0.18515092215567183,21.09502291082552,0,D,"Red,Blue",O
2348,0.0002038774100873168,0.17959743670979922,22.332594569814816,4,a,"Red,Blue",B
2213,0.0014111789091012467,0.13725633524502281,20.920958933732237,1,a,"Red,Blue",A
2813,0.0008179310746033431,0.14500577728697284,16.5856316999321,1,f,white,G
2316,0.0022758319585689394,0.13894609038652256,19.3636298642865,0,r,white,B
2950,0.0006886913091885984,0.11658326015161258,21.398288012848514,5,n,"Red,Blue",B
2469,0.001003844903608812,0.12014443565052903,15.4471573786814,4,r,white,F
2956,0.0017683922610182428,0.10826486031782906,18.22722248274094,2,f,"Red,Blue",K
2376,0.0021338157877859934,0.12116074524850384,18.795736763762914,0,D,Yellow,K
2501,0.002216837812328593,0.148954077288317,17.883956175375914,4,o,Yellow,F
2850,0.0009505151940420697,0.15078913018736817,15.751011392072547,5,a,white,G
2360,0.0010390771959044019,0.1315856584825658,16.474632129814946,4,w,yellow-orange,F
2369,0.0017056557607246748,0.19861051778189232,23.91080914631791,3,r,white,F
2140,0.0022581764567424197,0.16204063130405807,17.40929171792209,1,w,white,K
2240,0.0015051783979010591,0.19329570882226757,22.253102460844612,2,D,yellow-orange,F
2614,0.00045292489331021763,0.19630992519948265,18.523888035910737,3,o,white,K
2433,0.0017652425683317924,0.14479622064843553,23.289947895271382,1,D,"Red,Blue",K
2716,0.0017612649997997478,0.17426565103925146,19.903244727799716,2,o,yellow-orange,K
2539,0.0019062262136615605,0.17237198199989098,16.74032430998784,5,f,Yellow,F
2453,0.0011035162746369743,0.16579627766095095,21.594985081914178,3,f,white,M
2970,0.0006386579564412988,0.16765046853810506,19.560961983463926,1,w,"Red,Blue",F
2651,0.001311728993805318,0.17346885585862704,21.235654491995312,4,n,yellow-orange,B
2862,0.0015193244553192448,0.176668817434239,22.887001630668472,4,D,yellow-orange,K
2716,0.0012005970451930354,0.12258988897144737,22.657052602784745,1,B,yellow-orange,B
2753,0.00022738555738559328,0.12172349768755886,23.32409747454365,3,w,yellow-orange,M
2026,0.0005516641488013415,0.10108790345516194,18.67897913072965,3,a,white,K
2985,0.0007461602459122182,0.19420524563431457,20.247781387911505,4,a,yellow-orange,O
2226,0.0013279338871655057,0.11699283518995389,19.716629893903367,2,w,Yellow,B
2952,0.0011265701724994391,0.16630055434059737,16.03334858604886,2,r,"Red,Blue",B
2941,0.0003148277005973965,0.13964196391665074,15.512699307379606,3,r,"Red,Blue",M
2240,0.0002419739416650982,0.1120982303305632,15.875303478639601,2,o,Yellow,B
2783,0.002047077380570379,0.1081233663545302,22.78827676852627,5,D,white,O
2517,0.0006909660836023531,0.1937039099807781,23.96757247889865,4,f,"Red,Blue",F
2897,0.0012469578893249565,0.17740141838089077,18.524932517558632,0,D,white,M
2427,0.0004389225004495149,0.11258015314661925,24.899616168715525,2,f,Yellow,A
2650,0.001989297559128427,0.10720931122110507,18.21959813699361,4,w,"Red,Blue",F
2098,0.0014999559013896765,0.16929686781289588,20.47248539121507,4,o,Yellow,M
2909,0.0014103431045504953,0.1617783442593026,24.318022508953906,2,f,Yellow,K
2976,0.0017555611322033642,0.17534369192041152,23.166647762557407,5,r,Yellow,F
2670,0.0006913257631949435,0.1347641721040461,21.909439976642062,2,r,yellow-orange,M
2706,0.002403781512102567,0.13411253247757232,21.775701752772715,0,o,"Red,Blue",M
2933,0.0016141656641609976,0.17452443352865857,22.659860799708284,4,r,"Red,Blue",K
2120,0.00047935645032261737,0.13741972188420315,18.01911759161665,3,r,yellow-orange,B
2625,0.0019143375151968519,0.1214863317417482,23.18230787701534,0,n,white,F
2597,0.0023175822569720776,0.15992279729065392,17.28455021816073,1,r,"Red,Blue",A
2815,0.001801120508134471,0.15278237907424938,16.664011648652977,3,o,white,O
2866,0.0017726288977745533,0.11407411269169623,18.699165780352928,2,r,Yellow,K
2192,0.0015759115915422509,0.16796558711641854,17.763611786154424,3, ,Yellow,K
3000,0.00010278230126657873,0.12299913260420778,16.35476400907319,3,n,"Red,Blue",M
2916,0.002422714334376771,0.1543046761327109,17.969556426102095,4,B,"Red,Blue",K
2818,0.0015632414158984521,0.10992852025936338,22.701392703313324,4,B,"Red,Blue",B
2268,0.0018320408872220075,0.13441406363830938,15.230966547008409,0,r,"Red,Blue",O
2067,0.0010239188928119224,0.10533521670379235,16.021882918779905,0,r,white,A
